,location,coordinate,,,,
4419,"48E, Frederik Hendrikplantsoen, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 XT, Nederland","(52.3795453, 4.876112)",,,,
4420,"350-1, Jacob van Lennepkade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 NK, Nederland","(52.3627085, 4.8611256)",,,,
4421,"Archimedesweg, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 JP, Nederland","(52.3567736, 4.938402496527237)",,,,
4422,"816, Prinsengracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 JL, Nederland","(52.3619926, 4.8996421)",,,,
4423,"Formosastraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094 SW, Nederland","(52.360111200000006, 4.934018799331737)",,,,
4424,"306, Johan van Hasseltkade, Noord, Amsterdam, Noord-Holland, Nederland, 1032 LP, Nederland","(52.3954644, 4.9051151)",,,,
4425,"Brettenpad, West, Amsterdam, Noord-Holland, Nederland, 1014 BX, Nederland","(52.38730829635924, 4.87620364556876)",,,,
4426,"Amstelveenseweg, West, Amsterdam, Noord-Holland, Nederland, 1075 XH, Nederland","(52.3566373283347, 4.854572750406689)",,,,
4427,"Amstelcampus, Mauritsstraat, Weesperzijde, Oost, Amsterdam, Noord-Holland, Nederland, 1091 DA, Nederland","(52.35933505, 4.908932446179353)",,,,
4428,"14-1, Geulstraat, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078 KZ, Nederland","(52.3449043, 4.8925069)",,,,
4429,"Noordhollandschkanaaldijk, Buiksloterdijk, Noord, Amsterdam, Noord-Holland, Nederland, 1034 ZL, Nederland","(52.4001787, 4.9219077)",,,,
4430,"145, Baarsjesweg, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 HM, Nederland","(52.3685859, 4.8630234)",,,,
4431,"Vondelpark, Zuid, Amsterdam, Noord-Holland, Nederland, 1075 VR, Nederland","(52.356347157729644, 4.855747526689568)",,,,
4432,"Borneostraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094 CB, Nederland","(52.36570385, 4.934175295419848)",,,,
4433,"53-2, Linnaeusstraat, Dapperbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1093 EH, Nederland","(52.3608815, 4.925125)",,,,
4434,"335K, Lijnbaansgracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 XA, Nederland","(52.35998515, 4.892747684754464)",,,,
4435,"Centrum, Amsterdam, Noord-Holland, Nederland","(52.36092835, 4.89113464783826)",,,,
4436,"Mail & Female, 2, Nieuwe Vijzelstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 HT, Nederland","(52.3597935, 4.8905267)",,,,
4437,"27-1, Filips van Almondestraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 ZS, Nederland","(52.369919, 4.8576041)",,,,
4438,"14-1, Ooievaarsweg, Vogelbuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1021 GZ, Nederland","(52.3835893, 4.9127267)",,,,
4439,"52, Fonteinkruidstraat, Noord, Amsterdam, Noord-Holland, Nederland, 1032 LZ, Nederland","(52.3954361, 4.9062539)",,,,
4440,"6-1, Linnaeuskade, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 BC, Nederland","(52.3553524, 4.929322)",,,,
4441,"Jacob Catskade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 DD, Nederland","(52.38125737256893, 4.875833962358016)",,,,
4442,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4443,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4444,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4445,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4446,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4447,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4448,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4449,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4450,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4451,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4452,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4453,"BUNK Hotel Amsterdam, 2, Hagedoornplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 BV, Nederland","(52.3880656, 4.9142881)",,,,
4454,"17, Kalkmarkt, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 BD, Nederland","(52.3724718, 4.906759149999994)",,,,
4455,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4456,"511F, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TE, Nederland","(52.374706450000005, 4.906387368126463)",,,,
4457,"127F, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 AN, Nederland","(52.3739054, 4.9050327)",,,,
4458,"38G, Oude Waal, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 CD, Nederland","(52.372521, 4.905156353242292)",,,,
4459,"520, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TE, Nederland","(52.37441535, 4.906910178055557)",,,,
4460,"514, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TE, Nederland","(52.3742434, 4.9065911703261715)",,,,
4461,"511A, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TE, Nederland","(52.37447525, 4.90559152771576)",,,,
4462,"519, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TE, Nederland","(52.37431815, 4.906966783225312)",,,,
4463,"24, Piri Reisplein, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 KH, Nederland","(52.3666987, 4.8601645)",,,,
4464,"16-3, Witte de Withstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 XV, Nederland","(52.3652454, 4.8596424)",,,,
4465,"66-H, Witte de Withstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 ZC, Nederland","(52.3673382, 4.8593387)",,,,
4466,"7-H, Chasséstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 HV, Nederland","(52.3674023, 4.8617155)",,,,
4467,"113-H, Tweede Kostverlorenkade, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 SB, Nederland","(52.365694, 4.8615019)",,,,
4468,"11A, Witte de Withstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 XE, Nederland","(52.3654324, 4.8592287)",,,,
4469,"239B, Weteringschans, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 XH, Nederland","(52.3595531, 4.8952997)",,,,
4470,"Linnaeusstraat, Oost, Amsterdam, Noord-Holland, Nederland, 1092 CL, Nederland","(52.359229523845265, 4.925804744625535)",,,,
4471,"Gerard Doustraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 VE, Nederland","(52.355287, 4.8906187)",,,,
4472,"319-1, Hoofdweg, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056 CM, Nederland","(52.3703245, 4.8498757)",,,,
4473,"38-1, Gerard Doustraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 VS, Nederland","(52.3550731, 4.8890908)",,,,
4474,"Chicano's, Lange Leidsedwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 RE, Nederland","(52.363749, 4.8847449)",,,,
4475,"Ron Gastrobar Oriental, 23, Kerkstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 GA, Nederland","(52.3659451, 4.8848226)",,,,
4476,"318, Anjeliersstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 NK, Nederland","(52.3773837, 4.8813062)",,,,
4477,"Sukhothai Thanee, 19-H, Noorderstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 TR, Nederland","(52.3614727, 4.8924177)",,,,
4478,"11-1, Gloriantstraat, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 CT, Nederland","(52.3789244, 4.8535312)",,,,
4479,"70, Eerste Weteringdwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 TP, Nederland","(52.3615344, 4.891015)",,,,
4480,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4481,"4, Fortuinstraat, Wittenburg, Oostelijke Eilanden, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 ZZ, Nederland","(52.3723177, 4.9238165)",,,,
4482,"Peilscheidingskade, Sloterpolder, Nieuw-West, Sloten, Amsterdam, Noord-Holland, Nederland, 1066 WZ, Nederland","(52.34214651798199, 4.8054682449652155)",,,,
4483,"Rosalia’s Menagerie, 20, Kloveniersburgwal, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 CV, Nederland","(52.3717192, 4.8990243)",,,,
4484,"Rosalia’s Menagerie, 20, Kloveniersburgwal, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 CV, Nederland","(52.3717192, 4.8990243)",,,,
4485,"15, Platenwagenweg, Oostzanerwerf, Noord, Amsterdam, Noord-Holland, Nederland, 1033 WP, Nederland","(52.4161105, 4.8853032)",,,,
4486,"13F, Nieuwe Uilenburgerstraat, Uilenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 LM, Nederland","(52.3705956, 4.9066545)",,,,
4487,"199, Damrak, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 ZH, Nederland","(52.3758194, 4.8969315)",,,,
4488,"21-H, Jasper Leijnsenstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1056 XW, Nederland","(52.3764978, 4.8616959)",,,,
4489,"Laurierstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016 RA, Nederland","(52.3717151, 4.880257238495635)",,,,
4490,"182-1, Valkenburgerstraat, Uilenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 NB, Nederland","(52.3694061, 4.9058892)",,,,
4491,"Nieuwe Uilenburgerstraat, Uilenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 LP, Nederland","(52.3707311, 4.9060186)",,,,
4492,"52, Nieuwe Uilenburgerstraat, Uilenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 LT, Nederland","(52.3708882, 4.9056675)",,,,
4493,"25, Pieter Jacobszstraat, Burgwallen-Oude Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 HL, Nederland","(52.3716976, 4.8948806)",,,,
4494,"171A, Valkenburgerstraat, Valkenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 MJ, Nederland","(52.3690474, 4.906084)",,,,
4495,"22A, Valkenburgerstraat, Uilenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 LZ, Nederland","(52.3701419, 4.9078048)",,,,
4496,"163-H, Brouwersgracht, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 GH, Nederland","(52.3819306, 4.8853664)",,,,
4497,"323-1, Vrolikstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 VE, Nederland","(52.356388, 4.9183754)",,,,
4498,"68-H, Fagelstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 GG, Nederland","(52.380328, 4.8761319)",,,,
4499,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4500,"9, Adriaan Ditvoorsthof, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 GX, Nederland","(52.3557069, 4.9983085)",,,,
4501,"Mauritskade, Oost, Amsterdam, Noord-Holland, Nederland, 1092 AD, Nederland","(52.36287518036291, 4.919979039372025)",,,,
4502,"Mauritskade, Oost, Amsterdam, Noord-Holland, Nederland, 1091 AA, Nederland","(52.36033256344061, 4.909454090588049)",,,,
4503,"9-H, Spinozastraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 HD, Nederland","(52.3608914, 4.9094608)",,,,
4504,"Nieuwezijds Voorburgwal, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 RT, Nederland","(52.370218550000004, 4.890467301216527)",,,,
4505,"Rondvaart Canal, Amstel, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 AA, Nederland","(52.3671687, 4.895146)",,,,
4506,"Muntsluis, Reguliersbreestraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 CK, Nederland","(52.367125200000004, 4.893634966572145)",,,,
4507,"Benji's, 188, Baarsjesweg, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 HR, Nederland","(52.3657852, 4.8604681)",,,,
4508,"52B, Admiralengracht, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 GA, Nederland","(52.3669353, 4.8586128)",,,,
4509,"52A, Admiralengracht, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 GA, Nederland","(52.3667039, 4.8586411)",,,,
4510,"204-1, Baarsjesweg, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 HS, Nederland","(52.3652476, 4.8601265)",,,,
4511,"Benji's, 188, Baarsjesweg, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 HR, Nederland","(52.3657852, 4.8604681)",,,,
4512,"118-H, Nieuwe Prinsengracht, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 VX, Nederland","(52.363968, 4.9103236)",,,,
4513,"32A, Van Hilligaertstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 KA, Nederland","(52.3494975, 4.8883315)",,,,
4514,"16-1, Hertspieghelweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 KM, Nederland","(52.3803926, 4.8522652)",,,,
4515,"146E, Singel, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 AG, Nederland","(52.3755322, 4.8898303)",,,,
4516,"443-1, Hoofdweg, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1056 CW, Nederland","(52.3739108, 4.8479379)",,,,
4517,"Bos en Lommerplantsoen, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 AA, Nederland","(52.37577074449141, 4.845593991441408)",,,,
4518,"7-1, Joos Banckersweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1056 EN, Nederland","(52.3751946, 4.8575705)",,,,
4519,"85-H, Geldersekade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 EL, Nederland","(52.3742877, 4.9018127)",,,,
4520,"Vondelpark, Zuid, Amsterdam, Noord-Holland, Nederland, 1075 VR, Nederland","(52.356687309486524, 4.856969457124531)",,,,
4521,"73-H, Zocherstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 LV, Nederland","(52.3570327, 4.856173)",,,,
4522,"Abyssinia, 190, Jan Pieter Heijestraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 JS, Nederland","(52.3604337, 4.8652881)",,,,
4523,"Bos en Lommerplantsoen, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 AA, Nederland","(52.3760676, 4.845046523133545)",,,,
4524,"321, Bos en Lommerplein, Kolenkitbuurt, West, Amsterdam, Noord-Holland, Nederland, 1055 RW, Nederland","(52.3777371, 4.8434708)",,,,
4525,"Bos en Lommerplantsoen, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1056 BD, Nederland","(52.37574416232811, 4.845244195735448)",,,,
4526,"Ringweg-West, Kolenkitbuurt, West, Amsterdam, Noord-Holland, Nederland, 1061 CS, Nederland","(52.3763697385761, 4.843536764399526)",,,,
4527,"Bos en Lommerplantsoen, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 AA, Nederland","(52.37580211901697, 4.845390325721088)",,,,
4528,"79, Bos en Lommerplein, Bos en Lommer, West, Amsterdam, Noord-Holland, Nederland, 1055 AD, Nederland","(52.3776126, 4.8457046)",,,,
4529,"Bos en Lommerplantsoen, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 AD, Nederland","(52.37749078281495, 4.845376397858117)",,,,
4530,"Bos en Lommerplantsoen, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 AD, Nederland","(52.3776268, 4.8453021)",,,,
4531,"Ferganza, 237, Kinkerstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 EP, Nederland","(52.3652566, 4.8651263)",,,,
4532,"52-H, Van Boetzelaerstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 CX, Nederland","(52.3825523, 4.8731545)",,,,
4533,"104, Borneokade, Borneo-eiland, Oostelijk Havengebied, Oost, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1019 AW, Nederland","(52.3714006, 4.95044615086079)",,,,
4534,"51-1, Postjeskade, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 DG, Nederland","(52.3634235, 4.8542022)",,,,
4535,"276G, Brouwersgracht, Haarlemmerbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 HG, Nederland","(52.3829384, 4.884278216919487)",,,,
4536,"Kop van Jut, West, Amsterdam, Noord-Holland, Nederland, 1051 LV, Nederland","(52.37427476901232, 4.868442036497868)",,,,
4537,"71-H, De Wittenkade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 AE, Nederland","(52.3835444, 4.8781815)",,,,
4538,"16E, Jacob van Lennepstraat, Kinkerbuurt, Van Lennepbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053 HH, Nederland","(52.3671415, 4.8759463)",,,,
4539,"Tweede Jan van der Heijdenstraat, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1074 BN, Nederland","(52.35614545, 4.90397079999261)",,,,
4540,"100-2, Brederodestraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 VG, Nederland","(52.3611454, 4.8633314)",,,,
4541,"119, Nieuwe Kerkstraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 VJ, Nederland","(52.3646313, 4.9075413)",,,,
4542,"Lepelkruisstraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 VS, Nederland","(52.3631949, 4.9075028)",,,,
4543,"54A, Van der Hoopstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 VJ, Nederland","(52.3845048, 4.8736459)",,,,
4544,"18, Bart van der Leckplantsoen, Overtoomse Veld, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1061 VL, Nederland","(52.367112, 4.8392109)",,,,
4545,"Houthavenkade, Houthaven, West, Amsterdam, Noord-Holland, Nederland, 1013 AK, Nederland","(52.39440295, 4.877671341459962)",,,,
4546,"511G, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TE, Nederland","(52.374502750000005, 4.90606687228425)",,,,
4547,"4A, Van Swindendwarsstraat, Dapperbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1093 XD, Nederland","(52.3614757, 4.9253831)",,,,
4548,"16B, Akbarstraat, Kolenkitbuurt, West, Amsterdam, Noord-Holland, Nederland, 1061 EA, Nederland","(52.3789337, 4.8417379)",,,,
4549,"Elzenhagensingel, Elzenhagen-Noord, Noord, Amsterdam, Noord-Holland, Nederland, 1022 KE, Nederland","(52.40606098499554, 4.934589748097218)",,,,
4550,"2-H, J.J. Cremerstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 TD, Nederland","(52.3601863, 4.8577058)",,,,
4551,"105A, Weesperstraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 VN, Nederland","(52.3638283, 4.9067719)",,,,
4552,"Lepelkruisstraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 WG, Nederland","(52.363124560704804, 4.907794696671016)",,,,
4553,"Haparandaweg, Houthaven, West, Amsterdam, Noord-Holland, Nederland, 1013 BD, Nederland","(52.394497799999996, 4.876309304147231)",,,,
4554,"16-H, Groen van Prinstererstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 EE, Nederland","(52.3847018, 4.8714104)",,,,
4555,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4556,"Sarphatihuis, Roetersstraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 VZ, Nederland","(52.36457515, 4.909862730882354)",,,,
4557,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4558,"29, Binnen Brouwersstraat, Haarlemmerbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 EE, Nederland","(52.3799845, 4.8906322)",,,,
4559,"Bickersgracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 LH, Nederland","(52.3863011, 4.889614786008023)",,,,
4560,"191A, Ceintuurbaan, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 EK, Nederland","(52.3548701, 4.9007919)",,,,
4561,"2, Korenbloemstraat, Floradorp, Noord, Amsterdam, Noord-Holland, Nederland, 1032 GV, Nederland","(52.3976823, 4.9150737)",,,,
4562,"44, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CR, Nederland","(52.3600759, 4.8819294)",,,,
4563,"44, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CR, Nederland","(52.3600759, 4.8819294)",,,,
4564,"44, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CR, Nederland","(52.3600759, 4.8819294)",,,,
4565,"44, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CR, Nederland","(52.3600759, 4.8819294)",,,,
4566,"44, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CR, Nederland","(52.3600759, 4.8819294)",,,,
4567,"44, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CR, Nederland","(52.3600759, 4.8819294)",,,,
4568,"Max Brown Hotel, 13-19, Herengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 BB, Nederland","(52.3788703, 4.8921727)",,,,
4569,"Max Brown Hotel, 13-19, Herengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 BB, Nederland","(52.3788703, 4.8921727)",,,,
4570,"Max Brown Hotel, 13-19, Herengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 BB, Nederland","(52.3788703, 4.8921727)",,,,
4571,"Max Brown Hotel, 13-19, Herengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 BB, Nederland","(52.3788703, 4.8921727)",,,,
4572,"Max Brown Hotel, 13-19, Herengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 BB, Nederland","(52.3788703, 4.8921727)",,,,
4573,"Pont 13, 50, Haparandadam, Houthaven, West, Amsterdam, Noord-Holland, Nederland, 1013 AK, Nederland","(52.39754615, 4.882959971050376)",,,,
4574,"117-1, Willem de Zwijgerlaan, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 JJ, Nederland","(52.3737892, 4.8628738)",,,,
4575,"138-2, Van Hogendorpstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 BW, Nederland","(52.3828805, 4.8721227)",,,,
4576,"148-H, De Wittenkade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 AN, Nederland","(52.3819565, 4.8745708)",,,,
4577,"188-1, Admiralengracht, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 TH, Nederland","(52.3716323, 4.8568642)",,,,
4578,"37-1, Coppelstockstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1056 XL, Nederland","(52.3761598, 4.8603786)",,,,
4579,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4580,"40, Dijkstraat, Nieuwmarktbuurt, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 GL, Nederland","(52.3712121, 4.9013616)",,,,
4581,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4582,"239-H, Eerste Helmersstraat, Kinkerbuurt, Helmersbuurt, West, Amsterdam, Noord-Holland, Nederland, 1054 DX, Nederland","(52.3610306, 4.8659171)",,,,
4583,"384, Kadoelenweg, Kadoelen, Noord, Amsterdam, Noord-Holland, Nederland, 1035 NT, Nederland","(52.4105097, 4.9066185)",,,,
4584,"Vondel CS, 3, Vondelpark, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 AA, Nederland","(52.361078250000006, 4.87500322056877)",,,,
4585,"255A, Eerste Helmersstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 DZ, Nederland","(52.3607926, 4.8648331)",,,,
